# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Thu Nov 15 18:11:40 2018
#
# COLUMN plntname:       Planet Name
# COLUMN centralwavelng: Central Wavelength [microns]
# COLUMN bandwidth:      Band Width [microns]
# COLUMN plntransdep:    Transit Depth [percentage]
# COLUMN plntransdeperr1: Transit Depth Upper Unc. [percentage]
# COLUMN plntransdeperr2: Transit Depth Lower Unc. [percentage]
# COLUMN plntransdeplim: Transit Depth Limit Flag
# COLUMN plnradj:        Planet Radius [Jupiter radii]
# COLUMN plnradjerr1:    Planet Radius Upper Unc. [Jupiter radii]
# COLUMN plnradjerr2:    Planet Radius Lower Unc. [Jupiter radii]
# COLUMN plnradjlim:     Planet Radius Limit Flag
# COLUMN plnratror:      Ratio of Planet to Stellar Radius
# COLUMN plnratrorerr1:  Ratio of Planet to Stellar Radius Upper Unc.
# COLUMN plnratrorerr2:  Ratio of Planet to Stellar Radius Lower Unc.
# COLUMN plnratrorlim:   Ratio of Planet to Stellar Radius Limit Flag
# COLUMN plntranmid:     Transit Mid-Point [BJD]
# COLUMN plntranmiderr1: Transit Mid-Point Upper Unc. [BJD]
# COLUMN plntranmiderr2: Transit Mid-Point Lower Unc. [BJD]
# COLUMN plntranmidlim:  Transit Mid-Point Limit Flag
# COLUMN plntranreflink: Reference
# COLUMN facility:       Facility
# COLUMN instrument:     Instrument
#
rowid,plntname,centralwavelng,bandwidth,plntransdep,plntransdeperr1,plntransdeperr2,plntransdeplim,plnradj,plnradjerr1,plnradjerr2,plnradjlim,plnratror,plnratrorerr1,plnratrorerr2,plnratrorlim,plntranmid,plntranmiderr1,plntranmiderr2,plntranmidlim,plntranreflink,facility,instrument
1856,WASP-101 b,1.35250,0.03500,1.178600,0.006300,-0.006300,0,,,,,,,,,,,,,<a refstr=WAKEFORD_ET_AL__2017 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017ApJ...835L..12W target=ref>Wakeford et al. 2017</a>,Hubble Space Telescope satellite,Wide Field Camera 3
1857,WASP-101 b,1.38750,0.03500,1.180400,0.006300,-0.006300,0,,,,,,,,,,,,,<a refstr=WAKEFORD_ET_AL__2017 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017ApJ...835L..12W target=ref>Wakeford et al. 2017</a>,Hubble Space Telescope satellite,Wide Field Camera 3
1858,WASP-101 b,1.42250,0.03500,1.199700,0.007200,-0.007200,0,,,,,,,,,,,,,<a refstr=WAKEFORD_ET_AL__2017 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017ApJ...835L..12W target=ref>Wakeford et al. 2017</a>,Hubble Space Telescope satellite,Wide Field Camera 3
1859,WASP-101 b,1.45750,0.03500,1.165500,0.006700,-0.006700,0,,,,,,,,,,,,,<a refstr=WAKEFORD_ET_AL__2017 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017ApJ...835L..12W target=ref>Wakeford et al. 2017</a>,Hubble Space Telescope satellite,Wide Field Camera 3
1860,WASP-101 b,1.49250,0.03500,1.193600,0.007200,-0.007200,0,,,,,,,,,,,,,<a refstr=WAKEFORD_ET_AL__2017 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017ApJ...835L..12W target=ref>Wakeford et al. 2017</a>,Hubble Space Telescope satellite,Wide Field Camera 3
1861,WASP-101 b,1.52750,0.03500,1.185700,0.007100,-0.007100,0,,,,,,,,,,,,,<a refstr=WAKEFORD_ET_AL__2017 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017ApJ...835L..12W target=ref>Wakeford et al. 2017</a>,Hubble Space Telescope satellite,Wide Field Camera 3
1862,WASP-101 b,1.56250,0.03500,1.157900,0.007100,-0.007100,0,,,,,,,,,,,,,<a refstr=WAKEFORD_ET_AL__2017 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017ApJ...835L..12W target=ref>Wakeford et al. 2017</a>,Hubble Space Telescope satellite,Wide Field Camera 3
1863,WASP-101 b,1.59750,0.03500,1.167100,0.007700,-0.007700,0,,,,,,,,,,,,,<a refstr=WAKEFORD_ET_AL__2017 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017ApJ...835L..12W target=ref>Wakeford et al. 2017</a>,Hubble Space Telescope satellite,Wide Field Camera 3
1864,WASP-101 b,1.63250,0.03500,1.170800,0.007700,-0.007700,0,,,,,,,,,,,,,<a refstr=WAKEFORD_ET_AL__2017 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017ApJ...835L..12W target=ref>Wakeford et al. 2017</a>,Hubble Space Telescope satellite,Wide Field Camera 3
1865,HAT-P-19 b,0.66170,0.19990,,,,,,,,,0.13900,0.00120,-0.00120,0,,,,,<a refstr=MALLONN_ET_AL__2015 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015A&A...580A..60M target=ref>Mallonn et al. 2015</a>,STELLA Robotic Observatory,WiFSIP
1866,HAT-P-19 b,0.57170,0.01990,,,,,,,,,0.14120,0.00130,-0.00130,0,,,,,<a refstr=MALLONN_ET_AL__2015 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015A&A...580A..60M target=ref>Mallonn et al. 2015</a>,STELLA Robotic Observatory,WiFSIP
1867,HAT-P-19 b,0.59170,0.01990,,,,,,,,,0.13820,0.00150,-0.00150,0,,,,,<a refstr=MALLONN_ET_AL__2015 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015A&A...580A..60M target=ref>Mallonn et al. 2015</a>,STELLA Robotic Observatory,WiFSIP
1868,HAT-P-19 b,0.61160,0.01990,,,,,,,,,0.13900,0.00140,-0.00140,0,,,,,<a refstr=MALLONN_ET_AL__2015 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015A&A...580A..60M target=ref>Mallonn et al. 2015</a>,STELLA Robotic Observatory,WiFSIP
1869,HAT-P-19 b,0.63160,0.01990,,,,,,,,,0.13920,0.00140,-0.00140,0,,,,,<a refstr=MALLONN_ET_AL__2015 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015A&A...580A..60M target=ref>Mallonn et al. 2015</a>,STELLA Robotic Observatory,WiFSIP
1870,HAT-P-19 b,0.65170,0.01990,,,,,,,,,0.13920,0.00140,-0.00140,0,,,,,<a refstr=MALLONN_ET_AL__2015 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015A&A...580A..60M target=ref>Mallonn et al. 2015</a>,STELLA Robotic Observatory,WiFSIP
1871,HAT-P-19 b,0.67160,0.01990,,,,,,,,,0.13830,0.00120,-0.00120,0,,,,,<a refstr=MALLONN_ET_AL__2015 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015A&A...580A..60M target=ref>Mallonn et al. 2015</a>,STELLA Robotic Observatory,WiFSIP
1872,HAT-P-19 b,0.69160,0.01990,,,,,,,,,0.13880,0.00100,-0.00100,0,,,,,<a refstr=MALLONN_ET_AL__2015 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015A&A...580A..60M target=ref>Mallonn et al. 2015</a>,STELLA Robotic Observatory,WiFSIP
1873,HAT-P-19 b,0.71170,0.01990,,,,,,,,,0.13920,0.00120,-0.00120,0,,,,,<a refstr=MALLONN_ET_AL__2015 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015A&A...580A..60M target=ref>Mallonn et al. 2015</a>,STELLA Robotic Observatory,WiFSIP
1874,HAT-P-19 b,0.73160,0.01990,,,,,,,,,0.14070,0.00110,-0.00110,0,,,,,<a refstr=MALLONN_ET_AL__2015 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015A&A...580A..60M target=ref>Mallonn et al. 2015</a>,STELLA Robotic Observatory,WiFSIP
1875,HAT-P-19 b,0.75160,0.01990,,,,,,,,,0.14120,0.00120,-0.00120,0,,,,,<a refstr=MALLONN_ET_AL__2015 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015A&A...580A..60M target=ref>Mallonn et al. 2015</a>,STELLA Robotic Observatory,WiFSIP
1876,HAT-P-19 b,0.56410,0.00490,,,,,,,,,0.14220,0.00270,-0.00270,0,,,,,<a refstr=MALLONN_ET_AL__2015 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015A&A...580A..60M target=ref>Mallonn et al. 2015</a>,STELLA Robotic Observatory,WiFSIP
1877,HAT-P-19 b,0.56910,0.00490,,,,,,,,,0.14230,0.00230,-0.00230,0,,,,,<a refstr=MALLONN_ET_AL__2015 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015A&A...580A..60M target=ref>Mallonn et al. 2015</a>,STELLA Robotic Observatory,WiFSIP
1878,HAT-P-19 b,0.57420,0.00490,,,,,,,,,0.14080,0.00210,-0.00210,0,,,,,<a refstr=MALLONN_ET_AL__2015 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015A&A...580A..60M target=ref>Mallonn et al. 2015</a>,STELLA Robotic Observatory,WiFSIP
1879,HAT-P-19 b,0.57920,0.00490,,,,,,,,,0.13800,0.00170,-0.00170,0,,,,,<a refstr=MALLONN_ET_AL__2015 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015A&A...580A..60M target=ref>Mallonn et al. 2015</a>,STELLA Robotic Observatory,WiFSIP
1880,HAT-P-19 b,0.58420,0.00490,,,,,,,,,0.13580,0.00170,-0.00170,0,,,,,<a refstr=MALLONN_ET_AL__2015 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015A&A...580A..60M target=ref>Mallonn et al. 2015</a>,STELLA Robotic Observatory,WiFSIP
1881,HAT-P-19 b,0.58920,0.00490,,,,,,,,,0.13940,0.00180,-0.00180,0,,,,,<a refstr=MALLONN_ET_AL__2015 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015A&A...580A..60M target=ref>Mallonn et al. 2015</a>,STELLA Robotic Observatory,WiFSIP
1882,HAT-P-19 b,0.59420,0.00490,,,,,,,,,0.13590,0.00170,-0.00170,0,,,,,<a refstr=MALLONN_ET_AL__2015 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015A&A...580A..60M target=ref>Mallonn et al. 2015</a>,STELLA Robotic Observatory,WiFSIP
1883,HAT-P-19 b,0.59920,0.00490,,,,,,,,,0.13790,0.00190,-0.00190,0,,,,,<a refstr=MALLONN_ET_AL__2015 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015A&A...580A..60M target=ref>Mallonn et al. 2015</a>,STELLA Robotic Observatory,WiFSIP
1884,HAT-P-19 b,0.60410,0.00490,,,,,,,,,0.13770,0.00260,-0.00260,0,,,,,<a refstr=MALLONN_ET_AL__2015 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015A&A...580A..60M target=ref>Mallonn et al. 2015</a>,STELLA Robotic Observatory,WiFSIP
1885,HAT-P-19 b,0.60910,0.00490,,,,,,,,,0.13450,0.00200,-0.00200,0,,,,,<a refstr=MALLONN_ET_AL__2015 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015A&A...580A..60M target=ref>Mallonn et al. 2015</a>,STELLA Robotic Observatory,WiFSIP
1886,HAT-P-19 b,0.61410,0.00490,,,,,,,,,0.14140,0.00220,-0.00220,0,,,,,<a refstr=MALLONN_ET_AL__2015 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015A&A...580A..60M target=ref>Mallonn et al. 2015</a>,STELLA Robotic Observatory,WiFSIP
1887,HAT-P-19 b,0.61910,0.00490,,,,,,,,,0.13890,0.00170,-0.00170,0,,,,,<a refstr=MALLONN_ET_AL__2015 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015A&A...580A..60M target=ref>Mallonn et al. 2015</a>,STELLA Robotic Observatory,WiFSIP
1888,HAT-P-19 b,0.62410,0.00490,,,,,,,,,0.13970,0.00150,-0.00150,0,,,,,<a refstr=MALLONN_ET_AL__2015 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015A&A...580A..60M target=ref>Mallonn et al. 2015</a>,STELLA Robotic Observatory,WiFSIP
1889,HAT-P-19 b,0.62910,0.00490,,,,,,,,,0.13840,0.00160,-0.00160,0,,,,,<a refstr=MALLONN_ET_AL__2015 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015A&A...580A..60M target=ref>Mallonn et al. 2015</a>,STELLA Robotic Observatory,WiFSIP
1890,HAT-P-19 b,0.63420,0.00490,,,,,,,,,0.13780,0.00250,-0.00250,0,,,,,<a refstr=MALLONN_ET_AL__2015 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015A&A...580A..60M target=ref>Mallonn et al. 2015</a>,STELLA Robotic Observatory,WiFSIP
1891,HAT-P-19 b,0.63920,0.00490,,,,,,,,,0.13930,0.00150,-0.00150,0,,,,,<a refstr=MALLONN_ET_AL__2015 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015A&A...580A..60M target=ref>Mallonn et al. 2015</a>,STELLA Robotic Observatory,WiFSIP
1892,HAT-P-19 b,0.64420,0.00490,,,,,,,,,0.14010,0.00180,-0.00180,0,,,,,<a refstr=MALLONN_ET_AL__2015 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015A&A...580A..60M target=ref>Mallonn et al. 2015</a>,STELLA Robotic Observatory,WiFSIP
1893,HAT-P-19 b,0.64920,0.00490,,,,,,,,,0.13810,0.00190,-0.00190,0,,,,,<a refstr=MALLONN_ET_AL__2015 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015A&A...580A..60M target=ref>Mallonn et al. 2015</a>,STELLA Robotic Observatory,WiFSIP
1894,HAT-P-19 b,0.65420,0.00490,,,,,,,,,0.14020,0.00160,-0.00160,0,,,,,<a refstr=MALLONN_ET_AL__2015 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015A&A...580A..60M target=ref>Mallonn et al. 2015</a>,STELLA Robotic Observatory,WiFSIP
1895,HAT-P-19 b,0.65920,0.00490,,,,,,,,,0.13790,0.00210,-0.00210,0,,,,,<a refstr=MALLONN_ET_AL__2015 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015A&A...580A..60M target=ref>Mallonn et al. 2015</a>,STELLA Robotic Observatory,WiFSIP
1896,HAT-P-19 b,0.66410,0.00490,,,,,,,,,0.13910,0.00180,-0.00180,0,,,,,<a refstr=MALLONN_ET_AL__2015 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015A&A...580A..60M target=ref>Mallonn et al. 2015</a>,STELLA Robotic Observatory,WiFSIP
1897,HAT-P-19 b,0.66910,0.00490,,,,,,,,,0.13640,0.00160,-0.00160,0,,,,,<a refstr=MALLONN_ET_AL__2015 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015A&A...580A..60M target=ref>Mallonn et al. 2015</a>,STELLA Robotic Observatory,WiFSIP
1898,HAT-P-19 b,0.67410,0.00490,,,,,,,,,0.13860,0.00160,-0.00160,0,,,,,<a refstr=MALLONN_ET_AL__2015 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015A&A...580A..60M target=ref>Mallonn et al. 2015</a>,STELLA Robotic Observatory,WiFSIP
1899,HAT-P-19 b,0.67910,0.00490,,,,,,,,,0.13830,0.00150,-0.00150,0,,,,,<a refstr=MALLONN_ET_AL__2015 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015A&A...580A..60M target=ref>Mallonn et al. 2015</a>,STELLA Robotic Observatory,WiFSIP
1900,HAT-P-19 b,0.68410,0.00490,,,,,,,,,0.13940,0.00180,-0.00180,0,,,,,<a refstr=MALLONN_ET_AL__2015 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015A&A...580A..60M target=ref>Mallonn et al. 2015</a>,STELLA Robotic Observatory,WiFSIP
1901,HAT-P-19 b,0.68910,0.00490,,,,,,,,,0.13900,0.00140,-0.00140,0,,,,,<a refstr=MALLONN_ET_AL__2015 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015A&A...580A..60M target=ref>Mallonn et al. 2015</a>,STELLA Robotic Observatory,WiFSIP
1902,HAT-P-19 b,0.69410,0.00490,,,,,,,,,0.13750,0.00170,-0.00170,0,,,,,<a refstr=MALLONN_ET_AL__2015 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015A&A...580A..60M target=ref>Mallonn et al. 2015</a>,STELLA Robotic Observatory,WiFSIP
1903,HAT-P-19 b,0.69920,0.00490,,,,,,,,,0.13910,0.00170,-0.00170,0,,,,,<a refstr=MALLONN_ET_AL__2015 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015A&A...580A..60M target=ref>Mallonn et al. 2015</a>,STELLA Robotic Observatory,WiFSIP
1904,HAT-P-19 b,0.70420,0.00490,,,,,,,,,0.13690,0.00290,-0.00290,0,,,,,<a refstr=MALLONN_ET_AL__2015 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015A&A...580A..60M target=ref>Mallonn et al. 2015</a>,STELLA Robotic Observatory,WiFSIP
1905,HAT-P-19 b,0.70920,0.00490,,,,,,,,,0.13920,0.00140,-0.00140,0,,,,,<a refstr=MALLONN_ET_AL__2015 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015A&A...580A..60M target=ref>Mallonn et al. 2015</a>,STELLA Robotic Observatory,WiFSIP
1906,HAT-P-19 b,0.71420,0.00490,,,,,,,,,0.13930,0.00240,-0.00240,0,,,,,<a refstr=MALLONN_ET_AL__2015 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015A&A...580A..60M target=ref>Mallonn et al. 2015</a>,STELLA Robotic Observatory,WiFSIP
1907,HAT-P-19 b,0.71920,0.00490,,,,,,,,,0.13850,0.00220,-0.00220,0,,,,,<a refstr=MALLONN_ET_AL__2015 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015A&A...580A..60M target=ref>Mallonn et al. 2015</a>,STELLA Robotic Observatory,WiFSIP
1908,HAT-P-19 b,0.72420,0.00490,,,,,,,,,0.14040,0.00140,-0.00140,0,,,,,<a refstr=MALLONN_ET_AL__2015 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015A&A...580A..60M target=ref>Mallonn et al. 2015</a>,STELLA Robotic Observatory,WiFSIP
1909,HAT-P-19 b,0.72910,0.00490,,,,,,,,,0.14180,0.00160,-0.00160,0,,,,,<a refstr=MALLONN_ET_AL__2015 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015A&A...580A..60M target=ref>Mallonn et al. 2015</a>,STELLA Robotic Observatory,WiFSIP
1910,HAT-P-19 b,0.73410,0.00490,,,,,,,,,0.14030,0.00160,-0.00160,0,,,,,<a refstr=MALLONN_ET_AL__2015 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015A&A...580A..60M target=ref>Mallonn et al. 2015</a>,STELLA Robotic Observatory,WiFSIP
1911,HAT-P-19 b,0.73910,0.00490,,,,,,,,,0.13820,0.00160,-0.00160,0,,,,,<a refstr=MALLONN_ET_AL__2015 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015A&A...580A..60M target=ref>Mallonn et al. 2015</a>,STELLA Robotic Observatory,WiFSIP
1912,HAT-P-19 b,0.74410,0.00490,,,,,,,,,0.14060,0.00170,-0.00170,0,,,,,<a refstr=MALLONN_ET_AL__2015 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015A&A...580A..60M target=ref>Mallonn et al. 2015</a>,STELLA Robotic Observatory,WiFSIP
1913,HAT-P-19 b,0.74910,0.00490,,,,,,,,,0.13990,0.00150,-0.00150,0,,,,,<a refstr=MALLONN_ET_AL__2015 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015A&A...580A..60M target=ref>Mallonn et al. 2015</a>,STELLA Robotic Observatory,WiFSIP
1914,HAT-P-19 b,0.75410,0.00490,,,,,,,,,0.13940,0.00150,-0.00150,0,,,,,<a refstr=MALLONN_ET_AL__2015 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015A&A...580A..60M target=ref>Mallonn et al. 2015</a>,STELLA Robotic Observatory,WiFSIP
1915,HAT-P-19 b,0.75920,0.00490,,,,,,,,,0.14320,0.00180,-0.00180,0,,,,,<a refstr=MALLONN_ET_AL__2015 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015A&A...580A..60M target=ref>Mallonn et al. 2015</a>,STELLA Robotic Observatory,WiFSIP
1916,HAT-P-19 b,0.76420,0.00490,,,,,,,,,0.13940,0.00180,-0.00180,0,,,,,<a refstr=MALLONN_ET_AL__2015 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015A&A...580A..60M target=ref>Mallonn et al. 2015</a>,STELLA Robotic Observatory,WiFSIP
1917,HAT-P-19 b,0.57670,0.01990,,,,,,,,,0.13950,0.00130,-0.00130,0,,,,,<a refstr=MALLONN_ET_AL__2015 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015A&A...580A..60M target=ref>Mallonn et al. 2015</a>,STELLA Robotic Observatory,WiFSIP
1918,HAT-P-19 b,0.58920,0.00490,,,,,,,,,0.13940,0.00180,-0.00180,0,,,,,<a refstr=MALLONN_ET_AL__2015 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015A&A...580A..60M target=ref>Mallonn et al. 2015</a>,STELLA Robotic Observatory,WiFSIP
1919,HAT-P-19 b,0.62160,0.05990,,,,,,,,,0.13860,0.00120,-0.00120,0,,,,,<a refstr=MALLONN_ET_AL__2015 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015A&A...580A..60M target=ref>Mallonn et al. 2015</a>,STELLA Robotic Observatory,WiFSIP
1920,HAT-P-19 b,0.65620,0.00500,,,,,,,,,0.13970,0.00200,-0.00200,0,,,,,<a refstr=MALLONN_ET_AL__2015 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015A&A...580A..60M target=ref>Mallonn et al. 2015</a>,STELLA Robotic Observatory,WiFSIP
1921,HAT-P-19 b,0.71270,0.10790,,,,,,,,,0.13910,0.00110,-0.00110,0,,,,,<a refstr=MALLONN_ET_AL__2015 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015A&A...580A..60M target=ref>Mallonn et al. 2015</a>,STELLA Robotic Observatory,WiFSIP
1922,WASP-39 b,0.41800,0.01400,,,,,,,,,0.14673,0.00255,-0.00255,0,,,,,<a refstr=NIKOLOV_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...832..191N target=ref>Nikolov et al. 2016</a>,Very Large Telescope (Antu),FORS2
1923,WASP-39 b,0.43300,0.01500,,,,,,,,,0.14578,0.00170,-0.00170,0,,,,,<a refstr=NIKOLOV_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...832..191N target=ref>Nikolov et al. 2016</a>,Very Large Telescope (Antu),FORS2
1924,WASP-39 b,0.44500,0.01000,,,,,,,,,0.14648,0.00139,-0.00139,0,,,,,<a refstr=NIKOLOV_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...832..191N target=ref>Nikolov et al. 2016</a>,Very Large Telescope (Antu),FORS2
1925,WASP-39 b,0.45500,0.01000,,,,,,,,,0.14454,0.00135,-0.00135,0,,,,,<a refstr=NIKOLOV_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...832..191N target=ref>Nikolov et al. 2016</a>,Very Large Telescope (Antu),FORS2
1926,WASP-39 b,0.46500,0.01000,,,,,,,,,0.14554,0.00122,-0.00122,0,,,,,<a refstr=NIKOLOV_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...832..191N target=ref>Nikolov et al. 2016</a>,Very Large Telescope (Antu),FORS2
1927,HD 189733 b,0.65628,0.60000,1.240000,0.120000,-0.120000,0,,,,,,,,,,,,,<a refstr=BARNES_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016MNRAS.462.1012B target=ref>Barnes et al. 2016</a>,European Southern Observatory's 3.6 meter Telescope,HARPS Echelle Spectrograph
1928,WASP-39 b,0.47500,0.01000,,,,,,,,,0.14459,0.00089,-0.00089,0,,,,,<a refstr=NIKOLOV_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...832..191N target=ref>Nikolov et al. 2016</a>,Very Large Telescope (Antu),FORS2
1929,WASP-39 b,0.48500,0.01000,,,,,,,,,0.14449,0.00106,-0.00106,0,,,,,<a refstr=NIKOLOV_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...832..191N target=ref>Nikolov et al. 2016</a>,Very Large Telescope (Antu),FORS2
1930,HD 189733 b,0.65628,0.70000,1.220000,0.120000,-0.120000,0,,,,,,,,,,,,,<a refstr=BARNES_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016MNRAS.462.1012B target=ref>Barnes et al. 2016</a>,European Southern Observatory's 3.6 meter Telescope,HARPS Echelle Spectrograph
1931,HD 189733 b,0.65628,0.80000,1.110000,0.110000,-0.110000,0,,,,,,,,,,,,,<a refstr=BARNES_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016MNRAS.462.1012B target=ref>Barnes et al. 2016</a>,European Southern Observatory's 3.6 meter Telescope,HARPS Echelle Spectrograph
1932,WASP-39 b,0.49500,0.01000,,,,,,,,,0.14560,0.00111,-0.00111,0,,,,,<a refstr=NIKOLOV_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...832..191N target=ref>Nikolov et al. 2016</a>,Very Large Telescope (Antu),FORS2
1933,WASP-39 b,0.50500,0.01000,,,,,,,,,0.14453,0.00109,-0.00109,0,,,,,<a refstr=NIKOLOV_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...832..191N target=ref>Nikolov et al. 2016</a>,Very Large Telescope (Antu),FORS2
1934,HD 189733 b,0.65628,1.00000,1.030000,0.100000,-0.100000,0,,,,,,,,,,,,,<a refstr=BARNES_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016MNRAS.462.1012B target=ref>Barnes et al. 2016</a>,European Southern Observatory's 3.6 meter Telescope,HARPS Echelle Spectrograph
1935,WASP-39 b,0.51500,0.01000,,,,,,,,,0.14403,0.00096,-0.00096,0,,,,,<a refstr=NIKOLOV_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...832..191N target=ref>Nikolov et al. 2016</a>,Very Large Telescope (Antu),FORS2
